bucket,raw_name,event_type,description
rebound,Storm,rebound,Storm defensive rebound
foul_committed,Lexie,shootingfoul,Lexie Hull shooting foul (Gabby Williams draws the foul)
rebound,Storm,rebound,Storm defensive rebound
foul_committed,Natasha,shootingfoul,Natasha Howard shooting foul (Gabby Williams draws the foul)
foul_committed,Gabby,shootingfoul,Gabby Williams shooting foul (Aliyah Boston draws the foul)
foul_committed,Natasha,personalfoul,Natasha Howard personal foul (Skylar Diggins draws the foul)
foul_committed,Ezi,personalfoul,Ezi Magbegor personal foul (Aliyah Boston draws the foul)
foul_committed,Aliyah,shootingfoul,Aliyah Boston shooting foul (Ezi Magbegor draws the foul)
foul_committed,Gabby,personalfoul,Gabby Williams personal foul (Damiris Dantas draws the foul)
foul_committed,Skylar,shootingfoul,Skylar Diggins shooting foul (Damiris Dantas draws the foul)
foul_committed,Sophie,personalfoul,Sophie Cunningham personal foul (Alysha Clark draws the foul)
foul_committed,Zia,personalfoul,Zia Cooke personal foul (Kelsey Mitchell draws the foul)
rebound,Storm,rebound,Storm defensive rebound
foul_committed,Damiris,personalfoul,Damiris Dantas personal foul (Dominique Malonga draws the foul)
foul_committed,Zia,personalfoul,Zia Cooke personal foul (Kelsey Mitchell draws the foul)
foul_committed,Erica,offensivefoul,Erica Wheeler offensive foul (Kelsey Mitchell draws the foul)
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Kelsey,personalfoul,Kelsey Mitchell personal foul (Erica Wheeler draws the foul)
foul_committed,Damiris,offensivefoul,Damiris Dantas offensive foul (Alysha Clark draws the foul)
foul_committed,Erica,personalfoul,Erica Wheeler personal foul (Caitlin Clark draws the foul)
foul_committed,Skylar,shootingfoul,Skylar Diggins shooting foul (Sophie Cunningham draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Howard shooting foul (Gabby Williams draws the foul)
foul_committed,Ezi,personalfoul,Ezi Magbegor personal foul (Kelsey Mitchell draws the foul)
rebound,Storm,rebound,Storm defensive rebound
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Nneka,shootingfoul,Nneka Ogwumike shooting foul (Aliyah Boston draws the foul)
foul_committed,Damiris,shootingfoul,Damiris Dantas shooting foul (Ezi Magbegor draws the foul)
rebound,Storm,rebound,Storm defensive rebound
foul_committed,Lexie,shootingfoul,Lexie Hull shooting foul (Nneka Ogwumike draws the foul)
foul_committed,Lexie,personalfoul,Lexie Hull personal foul (Skylar Diggins draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Howard shooting foul (Nneka Ogwumike draws the foul)
foul_committed,Kelsey,personalfoul,Kelsey Mitchell personal foul (Alysha Clark draws the foul)
foul_committed,Alysha,offensivefoul,Alysha Clark offensive foul (Sydney Colson draws the foul)
foul_committed,Nneka,personalfoul,Nneka Ogwumike personal foul (Aliyah Boston draws the foul)
foul_committed,Erica,personalfoul,Erica Wheeler personal foul (Sydney Colson draws the foul)
foul_committed,Ezi,shootingfoul,Ezi Magbegor shooting foul (Kelsey Mitchell draws the foul)
foul_committed,Damiris,personalfoul,Damiris Dantas personal foul (Erica Wheeler draws the foul)
rebound,Storm,rebound,Storm offensive rebound
rebound,Fever,rebound,Fever defensive rebound
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Zia,personalfoul,Zia Cooke personal foul (Lexie Hull draws the foul)
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Brianna,personalfoul,Brianna Turner personal foul (Loose ball) (Dominique Malonga draws the foul)
foul_committed,Lexie,personalfoul,Lexie Hull personal foul (Nneka Ogwumike draws the foul)
foul_committed,Skylar,personalfoul,Skylar Diggins personal foul (Kelsey Mitchell draws the foul)
foul_committed,Caitlin,shootingfoul,Caitlin Clark shooting foul (Skylar Diggins draws the foul)
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Caitlin,shootingfoul,Caitlin Clark shooting foul (Erica Wheeler draws the foul)
rebound,Storm,rebound,Storm defensive rebound
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Erica,personalfoul,Erica Wheeler personal foul (Caitlin Clark draws the foul)
rebound,Fever,rebound,Fever offensive rebound
turnover,Fever,turnover,Fever turnover (5-second violation)
foul_committed,Kelsey,personalfoul,Kelsey Mitchell personal foul (Skylar Diggins draws the foul)
foul_committed,Ezi,personalfoul,Ezi Magbegor personal foul (Aliyah Boston draws the foul)
foul_committed,Skylar,personalfoul,Skylar Diggins personal foul (Lexie Hull draws the foul)
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Aliyah,personalfoul,Aliyah Boston personal foul (Jackie Young draws the foul)
foul_committed,Chelsea,personalfoul,Chelsea Gray personal foul (Natasha Howard draws the foul)
turnover,Aces,turnover,Aces turnover (shot clock violation)
foul_committed,Lexie,personalfoul,Lexie Hull personal foul (Jackie Young draws the foul)
rebound,Aces,rebound,Aces offensive rebound
turnover,Aces,turnover,Aces turnover (shot clock violation)
foul_committed,A'ja,personalfoul,A'ja Wilson personal foul (Aari McDonald draws the foul)
foul_committed,NaLyssa,shootingfoul,NaLyssa Smith shooting foul (Kelsey Mitchell draws the foul)
foul_committed,Aari,personalfoul,Aari McDonald personal foul (Jackie Young draws the foul)
foul_committed,Sydney,shootingfoul,Sydney Colson shooting foul (Jackie Young draws the foul)
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Makayla,shootingfoul,Makayla Timpson shooting foul (A'ja Wilson draws the foul)
foul_committed,Kelsey,personalfoul,Kelsey Mitchell personal foul (A'ja Wilson draws the foul)
rebound,Aces,rebound,Aces offensive rebound
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Chelsea,personalfoul,Chelsea Gray personal foul (Makayla Timpson draws the foul)
foul_committed,Jewell,offensivefoul,Jewell Loyd offensive foul (Sophie Cunningham draws the foul)
foul_committed,Aaliyah,shootingfoul,Aaliyah Nye shooting foul (Sydney Colson draws the foul)
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Aliyah,shootingfoul,Aliyah Boston shooting foul (A'ja Wilson draws the foul)
rebound,Aces,rebound,Aces offensive rebound
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Chelsea,offensivefoul,Chelsea Gray offensive foul (Kelsey Mitchell draws the foul)
foul_committed,A'ja,shootingfoul,A'ja Wilson shooting foul (Aliyah Boston draws the foul)
foul_committed,Natasha,personalfoul,Natasha Howard personal foul (A'ja Wilson draws the foul)
foul_committed,Aaliyah,shootingfoul,Aaliyah Nye shooting foul (Natasha Howard draws the foul)
foul_committed,NaLyssa,offensivefoul,NaLyssa Smith offensive foul (Lexie Hull draws the foul)
foul_committed,Aaliyah,personalfoul,Aaliyah Nye personal foul (Lexie Hull draws the foul)
rebound,Fever,rebound,Fever offensive rebound
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Aliyah,shootingfoul,Aliyah Boston shooting foul (A'ja Wilson draws the foul)
foul_committed,Kelsey,shootingfoul,Kelsey Mitchell shooting foul (Jewell Loyd draws the foul)
foul_committed,Aliyah,shootingfoul,Aliyah Boston shooting foul (A'ja Wilson draws the foul)
foul_committed,Jackie,offensivefoul,Jackie Young offensive foul (Lexie Hull draws the foul)
foul_committed,Kiah,shootingfoul,Kiah Stokes shooting foul (Kelsey Mitchell draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Makayla,shootingfoul,Makayla Timpson shooting foul (A'ja Wilson draws the foul)
foul_committed,Sophie,personalfoul,Sophie Cunningham personal foul (Kiah Stokes draws the foul)
rebound,Fever,rebound,Fever defensive rebound
rebound,Aces,rebound,Aces defensive rebound
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Natasha,shootingfoul,Natasha Howard shooting foul (A'ja Wilson draws the foul)
rebound,Aces,rebound,Aces defensive rebound
foul_committed,Natasha,shootingfoul,Natasha Howard shooting foul (A'ja Wilson draws the foul)
foul_committed,Jackie,personalfoul,Jackie Young personal foul (Loose ball) (Natasha Howard draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Howard shooting foul (NaLyssa Smith draws the foul)
foul_committed,NaLyssa,personalfoul,NaLyssa Smith personal foul (Lexie Hull draws the foul)
foul_committed,Jewell,personalfoul,Jewell Loyd personal foul (Lexie Hull draws the foul)
foul_committed,Dana,shootingfoul,Dana Evans shooting foul (Aari McDonald draws the foul)
foul_committed,NaLyssa,personalfoul,NaLyssa Smith personal foul (Aliyah Boston draws the foul)
rebound,Aces,rebound,Aces offensive rebound
rebound,Fever,rebound,Fever defensive rebound
foul_committed,NaLyssa,personalfoul,NaLyssa Smith personal foul (Aliyah Boston draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,A'ja,offensivefoul,A'ja Wilson offensive foul (Lexie Hull draws the foul)
rebound,Aces,rebound,Aces defensive rebound
foul_committed,Stephanie,technicalfoul,Stephanie White technical foul
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Makayla,personalfoul,Makayla Timpson personal foul (Loose ball) (NaLyssa Smith draws the foul)
foul_committed,Sydney,personalfoul,Sydney Colson personal foul (Aaliyah Nye draws the foul)
foul_committed,Dana,personalfoul,Dana Evans personal foul (Aari McDonald draws the foul)
rebound,Aces,rebound,Aces offensive rebound
turnover,Fever,turnover,Fever turnover (shot clock violation)
turnover,Fever,turnover,Fever turnover (shot clock violation)
foul_committed,Bridget,personalfoul,Bridget Carleton personal foul (Jackie Young draws the foul)
rebound,Lynx,rebound,Lynx offensive rebound
foul_committed,A'ja,personalfoul,A'ja Wilson personal foul (Kayla McBride draws the foul)
foul_committed,Jewell,personalfoul,Jewell Loyd personal foul (Courtney Williams draws the foul)
foul_committed,Jewell,shootingfoul,Jewell Loyd shooting foul (Napheesa Collier draws the foul)
foul_committed,Alanna,shootingfoul,Alanna Smith shooting foul (A'ja Wilson draws the foul)
rebound,Lynx,rebound,Lynx offensive rebound
foul_committed,A'ja,shootingfoul,A'ja Wilson shooting foul (Napheesa Collier draws the foul)
foul_committed,Maria,shootingfoul,Maria Kliundikova shooting foul (A'ja Wilson draws the foul)
foul_committed,Jessica,personalfoul,Jessica Shepard personal foul (A'ja Wilson draws the foul)
foul_committed,Courtney,personalfoul,Courtney Williams personal foul (A'ja Wilson draws the foul)
foul_committed,Jewell,personalfoul,Jewell Loyd personal foul (Maria Kliundikova draws the foul)
rebound,Lynx,rebound,Lynx offensive rebound
foul_committed,NaLyssa,personalfoul,NaLyssa Smith personal foul (Jessica Shepard draws the foul)
rebound,Aces,rebound,Aces offensive rebound
turnover,Aces,turnover,Aces turnover (shot clock violation)
foul_committed,Jackie,personalfoul,Jackie Young personal foul (Napheesa Collier draws the foul)
foul_committed,Napheesa,shootingfoul,Napheesa Collier shooting foul (Jackie Young draws the foul)
foul_committed,Chelsea,personalfoul,Chelsea Gray personal foul (Alanna Smith draws the foul)
foul_committed,Dana,personalfoul,Dana Evans personal foul (Napheesa Collier draws the foul)
foul_committed,Napheesa,personalfoul,Napheesa Collier personal foul (A'ja Wilson draws the foul)
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Jackie,shootingfoul,Jackie Young shooting foul (Napheesa Collier draws the foul)
rebound,Lynx,rebound,Lynx offensive rebound
rebound,Lynx,rebound,Lynx offensive rebound
foul_committed,NaLyssa,personalfoul,NaLyssa Smith personal foul (Courtney Williams draws the foul)
foul_committed,NaLyssa,shootingfoul,NaLyssa Smith shooting foul (Alanna Smith draws the foul)
rebound,Lynx,rebound,Lynx offensive rebound
foul_committed,Bridget,shootingfoul,Bridget Carleton shooting foul (Jackie Young draws the foul)
foul_committed,Becky,technicalfoul,Becky Hammon technical foul
foul_committed,Jackie,shootingfoul,Jackie Young shooting foul (Napheesa Collier draws the foul)
foul_committed,Kierstan,shootingfoul,Kierstan Bell shooting foul (Bridget Carleton draws the foul)
foul_committed,Courtney,shootingfoul,Courtney Williams shooting foul (Kierstan Bell draws the foul)
foul_committed,Bridget,personalfoul,Bridget Carleton personal foul (Jackie Young draws the foul)
foul_committed,Dana,personalfoul,Dana Evans personal foul (Alanna Smith draws the foul)
foul_committed,Jackie,personalfoul,Jackie Young personal foul (Bridget Carleton draws the foul)
rebound,Lynx,rebound,Lynx offensive rebound
rebound,Lynx,rebound,Lynx offensive rebound
foul_committed,Megan,personalfoul,Megan Gustafson personal foul (Loose ball) (Alanna Smith draws the foul)
foul_committed,Megan,shootingfoul,Megan Gustafson shooting foul (Kayla McBride draws the foul)
foul_committed,Natisha,shootingfoul,Natisha Hiedeman shooting foul (Dana Evans draws the foul)
foul_committed,Kiah,shootingfoul,Kiah Stokes shooting foul (Natisha Hiedeman draws the foul)
rebound,Lynx,rebound,Lynx offensive rebound
foul_committed,Dana,personalfoul,Dana Evans personal foul (Loose ball) (Jessica Shepard draws the foul)
foul_committed,Natisha,personalfoul,Natisha Hiedeman personal foul (Dana Evans draws the foul)
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Megan,personalfoul,Megan Gustafson personal foul (Jessica Shepard draws the foul)
foul_committed,Megan,personalfoul,Megan Gustafson personal foul (Jessica Shepard draws the foul)
foul_committed,Bridget,shootingfoul,Bridget Carleton shooting foul (Aaliyah Nye draws the foul)
foul_committed,Bridget,shootingfoul,Bridget Carleton shooting foul (Megan Gustafson draws the foul)
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Kiah,shootingfoul,Kiah Stokes shooting foul (Napheesa Collier draws the foul)
rebound,Lynx,rebound,Lynx offensive rebound
foul_committed,Kierstan,personalfoul,Kierstan Bell personal foul (Napheesa Collier draws the foul)
foul_committed,Natisha,personalfoul,Natisha Hiedeman personal foul (Dana Evans draws the foul)
foul_committed,Anastasiia,personalfoul,Anastasiia Olairi Kosu personal foul (Dana Evans draws the foul)
foul_committed,Maria,personalfoul,Maria Kliundikova personal foul (NaLyssa Smith draws the foul)
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Jewell,shootingfoul,Jewell Loyd shooting foul (Anastasiia Olairi Kosu draws the foul)
foul_drawn,Anastasiia Olairi Kosu,shootingfoul,Jewell Loyd shooting foul (Anastasiia Olairi Kosu draws the foul)
ft,Anastasiia Olairi Kosu,freethrowmiss,Anastasiia Olairi Kosu misses regular free throw 1 of 2
rebound,Lynx,rebound,Lynx offensive rebound
ft,Anastasiia Olairi Kosu,freethrowmade,Anastasiia Olairi Kosu makes regular free throw 2 of 2
foul_committed,Jewell,shootingfoul,Jewell Loyd shooting foul (Diamond Miller draws the foul)
rebound,Lynx,rebound,Lynx offensive rebound
foul_committed,Maria,personalfoul,Maria Kliundikova personal foul (NaLyssa Smith draws the foul)
shot,Anastasiia Olairi Kosu,twopointmade,Anastasiia Olairi Kosu makes two point cutting layup (Jessica Shepard assists)
shot,Anastasiia Olairi Kosu,twopointmade,Anastasiia Olairi Kosu makes two point running layup (Maria Kliundikova assists)
foul_committed,Aaliyah,shootingfoul,Aaliyah Nye shooting foul (Anastasiia Olairi Kosu draws the foul)
foul_drawn,Anastasiia Olairi Kosu,shootingfoul,Aaliyah Nye shooting foul (Anastasiia Olairi Kosu draws the foul)
ft,Anastasiia Olairi Kosu,freethrowmiss,Anastasiia Olairi Kosu misses regular free throw 1 of 1
rebound,Anastasiia Olairi Kosu,rebound,Anastasiia Olairi Kosu defensive rebound
rebound,Liberty,rebound,Liberty defensive rebound
foul_committed,Kathryn,shootingfoul,Kathryn Westbeld shooting foul (Nyara Sabally draws the foul)
rebound,Liberty,rebound,Liberty defensive rebound
foul_committed,Natasha,personalfoul,Natasha Mack personal foul (Nyara Sabally draws the foul)
foul_committed,Rebekah,shootingfoul,Rebekah Gardner shooting foul (Satou Sabally draws the foul)
foul_committed,Marine,personalfoul,Marine Johannès personal foul (Alyssa Thomas draws the foul)
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Breanna,personalfoul,Breanna Stewart personal foul (Alyssa Thomas draws the foul)
foul_committed,Kahleah,shootingfoul,Kahleah Copper shooting foul (Natasha Cloud draws the foul)
foul_committed,Natasha,technicalfoul,Natasha Cloud technical foul
foul_committed,Breanna,offensivefoul,Breanna Stewart offensive foul (Sami Whitcomb draws the foul)
foul_committed,Kalani,personalfoul,Kalani Brown personal foul (Breanna Stewart draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Cloud shooting foul (Monique Akoa Makani draws the foul)
foul_committed,Kathryn,shootingfoul,Kathryn Westbeld shooting foul (Breanna Stewart draws the foul)
foul_committed,Alyssa,personalfoul,Alyssa Thomas personal foul (Breanna Stewart draws the foul)
foul_committed,Kahleah,personalfoul,Kahleah Copper personal foul (Natasha Cloud draws the foul)
foul_committed,Rebekah,shootingfoul,Rebekah Gardner shooting foul (Alyssa Thomas draws the foul)
foul_committed,Monique,personalfoul,Monique Akoa Makani personal foul (Nyara Sabally draws the foul)
foul_committed,Breanna,personalfoul,Breanna Stewart personal foul (Alyssa Thomas draws the foul)
foul_committed,Marine,personalfoul,Marine Johannès personal foul (Alyssa Thomas draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Cloud shooting foul (Alyssa Thomas draws the foul)
foul_committed,Kitija,personalfoul,Kitija Laksa personal foul (Marine Johannès draws the foul)
rebound,Liberty,rebound,Liberty offensive rebound
foul_committed,Kitija,shootingfoul,Kitija Laksa shooting foul (Natasha Cloud draws the foul)
foul_committed,Kalani,offensivefoul,Kalani Brown offensive foul (Sabrina Ionescu draws the foul)
foul_committed,Kitija,shootingfoul,Kitija Laksa shooting foul (Sabrina Ionescu draws the foul)
rebound,Liberty,rebound,Liberty offensive rebound
foul_committed,Kitija,personalfoul,Kitija Laksa personal foul (Sabrina Ionescu draws the foul)
foul_committed,Kalani,shootingfoul,Kalani Brown shooting foul (Marquesha Davis draws the foul)
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Kahleah,shootingfoul,Kahleah Copper shooting foul (Jaylyn Sherrod draws the foul)
foul_committed,Marquesha,personalfoul,Marquesha Davis personal foul (Satou Sabally draws the foul)
rebound,Liberty,rebound,Liberty offensive rebound
foul_committed,Kahleah,personalfoul,Kahleah Copper personal foul (Loose ball) (Nyara Sabally draws the foul)
rebound,Liberty,rebound,Liberty offensive rebound
foul_committed,Natasha,shootingfoul,Natasha Mack shooting foul (Nyara Sabally draws the foul)
turnover,Mercury,turnover,Mercury turnover (8-second violation)
rebound,Mercury,rebound,Mercury offensive rebound
rebound,Liberty,rebound,Liberty defensive rebound
foul_committed,Alysha,shootingfoul,Alysha Clark shooting foul (Marine Johannès draws the foul)
rebound,Mystics,rebound,Mystics offensive rebound
rebound,Mystics,rebound,Mystics defensive rebound
foul_committed,Breanna,personalfoul,Breanna Stewart personal foul (Kiki Iriafen draws the foul)
rebound,Liberty,rebound,Liberty offensive rebound
turnover,Liberty,turnover,Liberty turnover (shot clock violation)
foul_committed,Emily,shootingfoul,Emily Engstler shooting foul (Kennedy Burke draws the foul)
rebound,Liberty,rebound,Liberty offensive rebound
foul_committed,Kennedy,shootingfoul,Kennedy Burke shooting foul (Emily Engstler draws the foul)
foul_committed,Stefanie,shootingfoul,Stefanie Dolson shooting foul (Breanna Stewart draws the foul)
foul_committed,Lucy,shootingfoul,Lucy Olsen shooting foul (Stephanie Talbot draws the foul)
rebound,Mystics,rebound,Mystics offensive rebound
turnover,Mystics,turnover,Mystics turnover (shot clock violation)
foul_committed,Emily,shootingfoul,Emily Engstler shooting foul (Kennedy Burke draws the foul)
foul_committed,Sug,personalfoul,Sug Sutton personal foul (Marine Johannès draws the foul)
foul_committed,Alysha,personalfoul,Alysha Clark personal foul (Leonie Fiebich draws the foul)
foul_committed,Stephanie,personalfoul,Stephanie Talbot personal foul (Sonia Citron draws the foul)
rebound,Mystics,rebound,Mystics defensive rebound
rebound,Mystics,rebound,Mystics defensive rebound
rebound,Mystics,rebound,Mystics offensive rebound
foul_committed,Sonia,shootingfoul,Sonia Citron shooting foul (Leonie Fiebich draws the foul)
foul_committed,Alysha,personalfoul,Alysha Clark personal foul (Leonie Fiebich draws the foul)
rebound,Liberty,rebound,Liberty defensive rebound
rebound,Mystics,rebound,Mystics defensive rebound
foul_committed,Kennedy,personalfoul,Kennedy Burke personal foul (Alysha Clark draws the foul)
foul_committed,Lucy,shootingfoul,Lucy Olsen shooting foul (Rebekah Gardner draws the foul)
rebound,Liberty,rebound,Liberty offensive rebound
foul_committed,Stefanie,personalfoul,Stefanie Dolson personal foul (Rebekah Gardner draws the foul)
foul_committed,Stefanie,shootingfoul,Stefanie Dolson shooting foul (Isabelle Harrison draws the foul)
foul_committed,Rebekah,personalfoul,Rebekah Gardner personal foul (Alysha Clark draws the foul)
foul_committed,Shakira,personalfoul,Shakira Austin personal foul (Stephanie Talbot draws the foul)
rebound,Liberty,rebound,Liberty offensive rebound
foul_committed,Sug,shootingfoul,Sug Sutton shooting foul (Stephanie Talbot draws the foul)
rebound,Liberty,rebound,Liberty offensive rebound
foul_committed,Stephanie,personalfoul,Stephanie Talbot personal foul (Alysha Clark draws the foul)
foul_committed,Alysha,shootingfoul,Alysha Clark shooting foul (Breanna Stewart draws the foul)
foul_committed,Breanna,personalfoul,Breanna Stewart personal foul (Kiki Iriafen draws the foul)
rebound,Mystics,rebound,Mystics offensive rebound
turnover,Mystics,turnover,Mystics turnover (shot clock violation)
foul_committed,Leonie,personalfoul,Leonie Fiebich personal foul (Sonia Citron draws the foul)
foul_committed,Sonia,shootingfoul,Sonia Citron shooting foul (Kennedy Burke draws the foul)
foul_committed,Isabelle,shootingfoul,Isabelle Harrison shooting foul (Shakira Austin draws the foul)
rebound,Mystics,rebound,Mystics offensive rebound
rebound,Liberty,rebound,Liberty offensive rebound
foul_committed,Emily,shootingfoul,Emily Engstler shooting foul (Emma Meesseman draws the foul)
foul_committed,Breanna,personalfoul,Breanna Stewart personal foul (Take) (Emily Engstler draws the foul)
turnover,Liberty,turnover,Liberty turnover (shot clock violation)
turnover,Fever,turnover,Fever turnover (shot clock violation)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Lexie,shootingfoul,Lexie Hull shooting foul (Rickea Jackson draws the foul)
foul_committed,Dearica,shootingfoul,Dearica Hamby shooting foul (Lexie Hull draws the foul)
foul_committed,Azurá,offensivefoul,Azurá Stevens offensive foul (Sophie Cunningham draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Shey,shootingfoul,Shey Peddy shooting foul (Sophie Cunningham draws the foul)
foul_committed,Lexie,shootingfoul,Lexie Hull shooting foul (Dearica Hamby draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Natasha,personalfoul,Natasha Howard personal foul (Loose ball) (Kelsey Plum draws the foul)
foul_committed,Mercedes,offensivefoul,Mercedes Russell offensive foul (Aliyah Boston draws the foul)
foul_committed,Brianna,shootingfoul,Brianna Turner shooting foul (Emma Cannon draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Emma,shootingfoul,Emma Cannon shooting foul (Natasha Howard draws the foul)
foul_committed,Azurá,shootingfoul,Azurá Stevens shooting foul (Kelsey Mitchell draws the foul)
foul_committed,Aari,shootingfoul,Aari McDonald shooting foul (Azurá Stevens draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Aliyah,personalfoul,Aliyah Boston personal foul (Loose ball) (Dearica Hamby draws the foul)
foul_committed,Kelsey,personalfoul,Kelsey Mitchell personal foul (Kelsey Plum draws the foul)
foul_committed,Azurá,shootingfoul,Azurá Stevens shooting foul (Natasha Howard draws the foul)
rebound,Fever,rebound,Fever offensive rebound
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Azurá,personalfoul,Azurá Stevens personal foul (Kelsey Mitchell draws the foul)
foul_committed,Sophie,shootingfoul,Sophie Cunningham shooting foul (Dearica Hamby draws the foul)
foul_committed,Emma,personalfoul,Emma Cannon personal foul (Aliyah Boston draws the foul)
foul_committed,Sarah,personalfoul,Sarah Ashlee Barker personal foul (Aliyah Boston draws the foul)
foul_committed,Sarah,personalfoul,Sarah Ashlee Barker personal foul (Aari McDonald draws the foul)
rebound,Fever,rebound,Fever offensive rebound
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Shey,shootingfoul,Shey Peddy shooting foul (Aari McDonald draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Emma,personalfoul,Emma Cannon personal foul (Loose ball) (Natasha Howard draws the foul)
foul_committed,Kelsey,shootingfoul,Kelsey Plum shooting foul (Aari McDonald draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Brianna,shootingfoul,Brianna Turner shooting foul (Liatu King draws the foul)
foul_committed,Aari,personalfoul,Aari McDonald personal foul (Mercedes Russell draws the foul)
foul_committed,Brianna,personalfoul,Brianna Turner personal foul (Kelsey Plum draws the foul)
foul_committed,Liatu,offensivefoul,Liatu King offensive foul (Aari McDonald draws the foul)
foul_committed,Shey,shootingfoul,Shey Peddy shooting foul (Aari McDonald draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Natasha,shootingfoul,Natasha Howard shooting foul (Azurá Stevens draws the foul)
foul_committed,Aliyah,offensivefoul,Aliyah Boston offensive foul (Dearica Hamby draws the foul)
foul_committed,Rickea,personalfoul,Rickea Jackson personal foul (Sophie Cunningham draws the foul)
foul_committed,Kelsey,shootingfoul,Kelsey Mitchell shooting foul (Azurá Stevens draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Rickea,personalfoul,Rickea Jackson personal foul (Natasha Howard draws the foul)
foul_committed,Sydney,personalfoul,Sydney Colson personal foul (Kelsey Plum draws the foul)
foul_committed,Azurá,personalfoul,Azurá Stevens personal foul (Aliyah Boston draws the foul)
foul_committed,Aliyah,shootingfoul,Aliyah Boston shooting foul (Dearica Hamby draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Shey,shootingfoul,Shey Peddy shooting foul (Aliyah Boston draws the foul)
turnover,Fever,turnover,Fever turnover (shot clock violation)
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Aari,personalfoul,Aari McDonald personal foul (Kelsey Plum draws the foul)
foul_committed,Rickea,shootingfoul,Rickea Jackson shooting foul (Aliyah Boston draws the foul)
foul_committed,Kelsey,shootingfoul,Kelsey Plum shooting foul (Aari McDonald draws the foul)
foul_committed,Dearica,personalfoul,Dearica Hamby personal foul (Aari McDonald draws the foul)
foul_committed,Kelsey,shootingfoul,Kelsey Mitchell shooting foul (Kelsey Plum draws the foul)
foul_committed,Sophie,shootingfoul,Sophie Cunningham shooting foul (Dearica Hamby draws the foul)
foul_committed,Sophie,shootingfoul,Sophie Cunningham shooting foul (Azurá Stevens draws the foul)
foul_committed,Lexie,personalfoul,Lexie Hull personal foul (Take) (Kelsey Plum draws the foul)
foul_committed,Lexie,personalfoul,Lexie Hull personal foul (Take) (Dearica Hamby draws the foul)
foul_committed,Dearica,shootingfoul,Dearica Hamby shooting foul (Makayla Timpson draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Dearica,personalfoul,Dearica Hamby personal foul (Tina Charles draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Aneesah,shootingfoul,Aneesah Morrow shooting foul (Dearica Hamby draws the foul)
foul_committed,Azurá,shootingfoul,Azurá Stevens shooting foul (Marina Mabrey draws the foul)
foul_committed,Marina,shootingfoul,Marina Mabrey shooting foul (Rickea Jackson draws the foul)
foul_committed,Bria,personalfoul,Bria Hartley personal foul (Kelsey Plum draws the foul)
foul_committed,Leïla,shootingfoul,Leïla Lacan shooting foul (Dearica Hamby draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Rickea,shootingfoul,Rickea Jackson shooting foul (Olivia Nelson-Ododa draws the foul)
foul_committed,Marina,personalfoul,Marina Mabrey personal foul (Julie Allemand draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
rebound,Sun,rebound,Sun offensive rebound
